Document Index (generated),Number of Records,Question Id,Topic Id
13702,1,5007886,vision-questions
13703,1,5007887,injection-questions
13704,1,5007887,period-questions
13705,1,5007889,gastroenteritis-questions
13706,1,5007889,nausea-questions
13707,1,5007889,stomach-questions
13708,1,5007889,vomit-questions
13709,1,5007890,hair-questions
13710,1,5007890,head-questions
13711,1,5007890,lice-questions
13712,1,5007896,breast-questions
13713,1,5007896,pain-questions
13714,1,5007896,stomach-questions
13715,1,5007897,bowel-movement-questions
13716,1,5007897,pain-questions
13717,1,5007898,chronic-obstructive-pulmonary-disease-questions
13718,1,5007898,cough-questions
13719,1,5007898,exercise-questions
13720,1,5007898,nightmare-questions
13721,1,5007899,fertility-questions
13722,1,5007899,foot-questions
13723,1,5007899,shoulder-questions
13724,1,5007899,sleepiness-questions
13725,1,5007899,sperm-questions
13726,1,5007900,blood-pressure-questions
13727,1,5007900,heart-questions
13728,1,5007900,lightheadedness-questions
13729,1,5007900,weight-questions
13730,1,5007902,perimenopause-questions
13731,1,5007902,vagina-questions
13732,1,5007913,acetaminophen-questions
13733,1,5007913,coldness-questions
13734,1,5007913,hydrocortisone-questions
13735,1,5007913,movement-questions
13736,1,5007913,rash-questions
13737,1,5007915,blister-questions
13738,1,5007915,tenderness-questions
13739,1,5007916,exercise-questions
13740,1,5007916,leg-questions
13741,1,5007916,physical-therapy-questions
13742,1,5007916,running-questions
13743,1,5007916,surgery-questions
13744,1,5007917,birth-control-questions
13745,1,5007917,drowsiness-questions
13746,1,5007917,period-questions
13747,1,5007917,pregnancy-questions
13748,1,5007918,healing-questions
13749,1,5007918,lobectomy-questions
13750,1,5007918,muscle-questions
13751,1,5007918,over-the-counter-questions
13752,1,5007918,surgery-questions
13753,1,5007920,dizziness-questions
13754,1,5007920,vision-questions
13755,1,5007920,walking-questions
13756,1,5007926,penis-questions
13757,1,5007926,short-stature-questions
13758,1,5007928,oxycodone-questions
13759,1,5007928,pain-questions
13760,1,5007931,cough-questions
13761,1,5007931,dizziness-questions
13762,1,5007931,fever-questions
13763,1,5007931,food-questions
13764,1,5007931,headache-questions
13765,1,5007932,dairy-questions
13766,1,5007932,food-questions
13767,1,5007932,meat-questions
13768,1,5007932,milk-questions
13769,1,5007932,turkey-questions
13770,1,5007934,blood-pressure-questions
13771,1,5007934,fever-questions
13772,1,5007934,headache-questions
13773,1,5007944,anus-questions
13774,1,5007944,burn-questions
13775,1,5007944,pea-questions
13776,1,5007944,sexual-intercourse-questions
13777,1,5007944,vagina-questions
13778,1,5007952,almond-questions
13779,1,5007952,blood-sugar-questions
13780,1,5007952,yogurt-questions
13781,1,5007955,lump-questions
13782,1,5007955,milk-questions
13783,1,5007955,spotting-questions
13784,1,5007955,vagina-questions
13785,1,5007960,ejaculation-questions
13786,1,5007961,back-pain-questions
13787,1,5007963,drowsiness-questions
13788,1,5007963,pregnancy-questions
13789,1,5007963,sexual-intercourse-questions
13790,1,5007964,blood-test-questions
13791,1,5007964,creatinine-questions
13792,1,5007967,feeding-questions
13793,1,5007968,diarrhea-questions
13794,1,5007969,bioidentical-hormone-questions
13795,1,5007969,breast-questions
13796,1,5007969,hormone-questions
13797,1,5007969,hot-flash-questions
13798,1,5007969,short-stature-questions
13799,1,5007970,knee-questions
13800,1,5007970,virus-questions
13801,1,5007973,drowsiness-questions
13802,1,5007973,dry-mouth-questions
13803,1,5007973,fever-questions
13804,1,5007981,finger-questions
13805,1,5007981,injection-questions
13806,1,5007981,leg-questions
13807,1,5007981,spasm-questions
13808,1,5007981,spine-questions
13809,1,5007985,back-pain-questions
13810,1,5007986,fracture-questions
13811,1,5007986,jaw-questions
13812,1,5007986,lower-jaw-questions
13813,1,5007986,pain-questions
13814,1,5007991,chest-questions
13815,1,5007991,pain-questions
13816,1,5007992,baby-questions
13817,1,5007992,nipple-questions
13818,1,5007992,thrush-questions
13819,1,5007996,drug-questions
13820,1,5007997,cyst-questions
13821,1,5007997,ovary-questions
13822,1,5007997,period-questions
13823,1,5007997,pregnancy-questions
13824,1,5007997,stomach-questions
13825,1,5008008,diabetes-questions
13826,1,5008008,leg-questions
13827,1,5008008,numbness-questions
13828,1,5008008,spine-questions
13829,1,5008009,surgery-questions
13830,1,5008010,burn-questions
13831,1,5008010,eyes-questions
13832,1,5008010,foot-questions
13833,1,5008010,leg-questions
13834,1,5008010,walking-questions
13835,1,5008012,foot-questions
13836,1,5008012,injury-questions
13837,1,5008012,knee-questions
13838,1,5008012,muscle-questions
13839,1,5008012,workout-questions
13840,1,5008013,bladder-questions
13841,1,5008013,cyst-questions
13842,1,5008013,penis-questions
13843,1,5008013,weakness-questions
13844,1,5008016,magnetic-resonance-imaging-questions
13845,1,5008016,physical-therapy-questions
13846,1,5008016,vertigo-questions
13847,1,5008018,sexual-intercourse-questions
13848,1,5008018,urethra-questions
13849,1,5008018,vagina-questions
13850,1,5008019,cough-questions
13851,1,5008019,mouth-questions
13852,1,5008019,spitting-up-questions
13853,1,5008019,taste-questions
13854,1,5008028,anxiety-questions
13855,1,5008028,depression-questions
13856,1,5008028,heartburn-questions
13857,1,5008028,psychosis-questions
13858,1,5008028,smell-questions
13859,1,5008029,swelling-questions
13860,1,5008031,sexual-intercourse-questions
13861,1,5008032,colon-questions
13862,1,5008032,kidney-questions
13863,1,5008032,kidney-stone-questions
13864,1,5008032,movement-questions
13865,1,5008032,pain-questions
13866,1,5008036,ejaculation-questions
13867,1,5008039,diabetes-questions
13868,1,5008039,dog-questions
13869,1,5008039,eyes-questions
13870,1,5008039,short-stature-questions
13871,1,5008039,weight-questions
13872,1,5008049,prostate-questions
13873,1,5008057,arm-questions
13874,1,5008061,drug-abuse-questions
13875,1,5008061,drug-questions
13876,1,5008061,vitamin-questions
13877,1,5008063,scarlet-fever-questions
13878,1,5008064,foot-questions
13879,1,5008064,pain-questions
13880,1,5008064,toe-questions
13881,1,5008066,breast-questions
13882,1,5008066,nausea-questions
13883,1,5008066,ovulation-questions
13884,1,5008066,painful-ovulation-questions
13885,1,5008066,period-questions
13886,1,5008067,physical-therapy-questions
13887,1,5008068,armpit-questions
13888,1,5008068,complete-blood-count-questions
13889,1,5008068,fever-questions
13890,1,5008068,penis-questions
13891,1,5008068,rash-questions
13892,1,5008071,antibiotic-questions
13893,1,5008071,ears-questions
13894,1,5008071,food-questions
13895,1,5008071,head-questions
13896,1,5008071,syrup-questions
13897,1,5008074,birth-control-questions
13898,1,5008074,period-questions
13899,1,5008074,spotting-questions
13900,1,5008076,diet-questions
13901,1,5008076,weight-questions
13902,1,5008079,ankle-questions
13903,1,5008079,exercise-questions
13904,1,5008079,fatigue-questions
13905,1,5008079,leg-questions
13906,1,5008079,thigh-questions
13907,1,5008092,pregnancy-questions
13908,1,5008100,infant-questions
13909,1,5008100,rectum-questions
13910,1,5008110,eyes-questions
13911,1,5008110,hand-questions
13912,1,5008113,erection-questions
13913,1,5008113,orgasm-questions
13914,1,5008113,sexual-intercourse-questions
13915,1,5008116,arm-questions
13916,1,5008116,big-toe-questions
13917,1,5008116,hand-questions
13918,1,5008116,muscle-questions
13919,1,5008116,toe-questions
13920,1,5008121,acne-questions
13921,1,5008121,birth-control-questions
13922,1,5008121,blood-test-questions
13923,1,5008121,hair-questions
13924,1,5008121,vision-questions
13925,1,5008124,constipation-questions
13926,1,5008124,pain-questions
13927,1,5008124,ribcage-questions
13928,1,5008124,stomach-questions
13929,1,5008129,migraine-questions
13930,1,5008129,period-questions
13931,1,5008129,sexual-intercourse-questions
13932,1,5008130,diarrhea-questions
13933,1,5008130,stomach-questions
13934,1,5008134,amputation-questions
13935,1,5008134,drug-questions
13936,1,5008134,leg-questions
13937,1,5008134,trauma-questions
13938,1,5008134,walking-questions
13939,1,5008136,tooth-questions
13940,1,5008137,fallopian-tube-questions
13941,1,5008137,pregnancy-questions
13942,1,5008138,lumpectomy-questions
13943,1,5008139,hiv-questions
13944,1,5008139,sexual-intercourse-questions
13945,1,5008144,multiple-sclerosis-questions
13946,1,5008144,weight-loss-pill-questions
13947,1,5008146,antibiotic-questions
13948,1,5008146,lung-questions
13949,1,5008146,pain-questions
13950,1,5008147,nose-questions
13951,1,5008148,finger-questions
13952,1,5008148,nail-questions
13953,1,5008148,salicylic-acid-questions
13954,1,5008148,wart-questions
13955,1,5008152,nutrition-questions
13956,1,5008152,weight-loss-questions
13957,1,5008152,weight-questions
13958,1,5008157,beta-carotene-questions
13959,1,5008157,carrot-questions
13960,1,5008158,injection-questions
13961,1,5008158,mouth-questions
13962,1,5008158,nerve-questions
13963,1,5008159,baby-questions
13964,1,5008159,food-questions
13965,1,5008159,hepatitis-b-questions
13966,1,5008160,dental-questions
13967,1,5008160,injection-questions
13968,1,5008163,blood-test-questions
13969,1,5008163,drowsiness-questions
13970,1,5008163,nausea-questions
13971,1,5008163,ovary-questions
13972,1,5008163,spotting-questions
13973,1,5008170,baby-questions
13974,1,5008170,drowsiness-questions
13975,1,5008170,mouth-questions
13976,1,5008170,pain-questions
13977,1,5008170,tooth-questions
13978,1,5008175,flu-questions
13979,1,5008175,injection-questions
13980,1,5008185,period-questions
13981,1,5008193,bedbug-questions
13982,1,5008193,scabies-questions
13983,1,5008194,movement-questions
13984,1,5008194,vertigo-questions
13985,1,5008198,anus-questions
13986,1,5008198,vision-questions
13987,1,5008202,blood-sugar-questions
13988,1,5008209,drug-test-questions
13989,1,5008209,methadone-questions
13990,1,5008209,pain-management-questions
13991,1,5008209,vitamin-d-questions
13992,1,5008209,vitamin-questions
13993,1,5008212,coldness-questions
13994,1,5008212,eyebrow-questions
13995,1,5008212,lip-questions
13996,1,5008212,piercing-questions
13997,1,5008212,soft-tissue-questions
13998,1,5008223,sexual-intercourse-questions
13999,1,5008228,drinking-questions
14000,1,5008228,infant-questions
14001,1,5008228,milk-questions
14002,1,5008232,bladder-questions
14003,1,5008232,sexual-intercourse-questions
14004,1,5008232,sexually-transmitted-disease-questions
14005,1,5008232,ultrasound-questions
14006,1,5008232,urination-questions
14007,1,5008246,cyst-questions
14008,1,5008246,hair-questions
14009,1,5008246,pain-questions
14010,1,5008246,thigh-questions
14011,1,5008246,vein-questions
14012,1,5008247,arm-questions
14013,1,5008247,coldness-questions
14014,1,5008247,grip-questions
14015,1,5008247,hand-questions
14016,1,5008247,pain-questions
14017,1,5008252,bronchitis-questions
14018,1,5008252,cold-questions
14019,1,5008252,coldness-questions
14020,1,5008258,heartburn-questions
14021,1,5008261,confusion-questions
14022,1,5008261,knee-questions
14023,1,5008261,pain-questions
14024,1,5008261,walking-questions
14025,1,5008263,stomach-questions
14026,1,5008266,sexual-intercourse-questions
14027,1,5008268,chlamydia-questions
14028,1,5008270,armpit-questions
14029,1,5008270,burn-questions
14030,1,5008270,mole-questions
14031,1,5008270,skin-questions
14032,1,5008270,skin-tag-questions
14033,1,5008273,cats-questions
14034,1,5008273,cough-questions
14035,1,5008273,eyes-questions
14036,1,5008273,mucus-questions
14037,1,5008273,post-nasal-drip-questions
14038,1,5008274,bone-spurs-questions
14039,1,5008274,cat-scan-questions
14040,1,5008274,cervix-questions
14041,1,5008274,fracture-questions
14042,1,5008274,trauma-questions
14043,1,5008275,cholesterol-questions
14044,1,5008275,cooking-questions
14045,1,5008275,diet-questions
14046,1,5008275,fear-questions
14047,1,5008275,recipe-questions
14048,1,5008276,chest-questions
14049,1,5008276,cough-questions
14050,1,5008276,hoarseness-questions
14051,1,5008276,insurance-questions
14052,1,5008276,neck-questions
14053,1,5008278,flu-questions
14054,1,5008278,injection-questions
14055,1,5008278,tooth-questions
14056,1,5008282,diabetes-questions
14057,1,5008282,drowsiness-questions
14058,1,5008282,running-questions
14059,1,5008282,suicide-questions
14060,1,5008282,treadmill-questions
14061,1,5008283,ears-questions
14062,1,5008283,finger-questions
14063,1,5008283,head-questions
14064,1,5008283,pain-questions
14065,1,5008284,cardiovascular-sys-questions
14066,1,5008288,alzheimers-disease-questions
14067,1,5008289,schizophrenia-questions
14068,1,5008290,birth-control-questions
14069,1,5008290,cervix-questions
14070,1,5008290,knee-questions
14071,1,5008290,nervousness-questions
14072,1,5008290,pap-test-questions
14073,1,5008292,baby-questions
14074,1,5008292,sexual-intercourse-questions
14075,1,5008292,tubal-ligation-questions
14076,1,5008293,blood-pressure-questions
14077,1,5008293,cough-questions
14078,1,5008293,dental-questions
14079,1,5008293,pulse-questions
14080,1,5008293,tooth-questions
14081,1,5008294,drowsiness-questions
14082,1,5008294,injection-questions
14083,1,5008294,pain-questions
14084,1,5008294,pregnancy-questions
14085,1,5008294,sexual-intercourse-questions
14086,1,5008297,muscle-questions
14087,1,5008297,spinal-fusion-questions
14088,1,5008299,tea-questions
14089,1,5008303,foot-questions
14090,1,5008303,hand-questions
14091,1,5008303,jaw-questions
14092,1,5008303,lump-questions
14093,1,5008303,weight-questions
14094,1,5008309,bowel-movement-questions
14095,1,5008309,pain-questions
14096,1,5008310,blood-test-questions
14097,1,5008314,chest-questions
14098,1,5008314,heart-questions
14099,1,5008314,high-blood-pressure-questions
14100,1,5008314,pain-questions
14101,1,5008314,shoulder-blade-questions
14102,1,5008316,antibiotic-questions
14103,1,5008316,cyst-questions
14104,1,5008316,diarrhea-questions
14105,1,5008316,penicillin-questions
14106,1,5008316,throat-questions
14107,1,5008317,necrosis-questions
14108,1,5008320,antidepressant-questions
14109,1,5008320,cooking-questions
14110,1,5008320,stomach-questions
14111,1,5008320,surgery-questions
14112,1,5008320,walking-questions
14113,1,5008321,drowsiness-questions
14114,1,5008321,fatigue-questions
14115,1,5008321,rheumatoid-arthritis-questions
14116,1,5008323,arm-questions
14117,1,5008323,insurance-questions
14118,1,5008323,leg-questions
14119,1,5008323,muscle-questions
14120,1,5008323,spine-questions
14121,1,5008325,ankle-questions
14122,1,5008327,dizziness-questions
14123,1,5008327,eyes-questions
14124,1,5008327,fever-questions
14125,1,5008327,vertigo-questions
14126,1,5008327,walking-questions
14127,1,5008332,diet-questions
14128,1,5008332,methadone-questions
14129,1,5008332,sweating-questions
14130,1,5008333,arm-questions
14131,1,5008333,temperature-questions
14132,1,5008334,brain-questions
14133,1,5008334,head-questions
14134,1,5008334,movement-questions
14135,1,5008334,pain-questions
14136,1,5008335,brain-questions
14137,1,5008335,encephalopathy-questions
14138,1,5008341,bloating-questions
14139,1,5008341,drowsiness-questions
14140,1,5008341,flatulence-questions
14141,1,5008341,hunger-questions
14142,1,5008341,stomach-questions
14143,1,5008346,abdominal-pain-questions
14144,1,5008346,ejaculation-questions
14145,1,5008346,hand-questions
14146,1,5008346,ovulation-questions
14147,1,5008346,sexual-intercourse-questions
14148,1,5008347,birth-questions
14149,1,5008348,amoxicillin-questions
14150,1,5008348,bacterial-vaginosis-questions
14151,1,5008349,cat-scan-questions
14152,1,5008349,jaw-questions
14153,1,5008349,neck-questions
14154,1,5008349,shoulder-questions
14155,1,5008349,x-ray-questions
14156,1,5008352,pregnancy-questions
14157,1,5008352,pregnancy-test-questions
14158,1,5008354,heart-questions
14159,1,5008354,sleep-apnea-questions
14160,1,5008356,eyes-questions
14161,1,5008356,pink-eye-questions
14162,1,5008359,nipple-questions
14163,1,5008359,pain-questions
14164,1,5008361,drowsiness-questions
14165,1,5008361,nausea-questions
14166,1,5008361,period-questions
14167,1,5008361,pregnancy-questions
14168,1,5008364,artery-questions
14169,1,5008364,cholesterol-questions
14170,1,5008364,exercise-stress-test-questions
14171,1,5008364,fear-questions
14172,1,5008364,high-blood-pressure-questions
14173,1,5008365,penis-questions
14174,1,5008365,vagina-questions
14175,1,5008373,vitamin-c-questions
14176,1,5008378,nose-questions
14177,1,5008380,lump-questions
14178,1,5008380,nostril-questions
14179,1,5008381,skin-questions
14180,1,5008385,jaw-questions
14181,1,5008385,mouth-questions
14182,1,5008385,taste-questions
14183,1,5008385,vision-questions
14184,1,5008385,wisdom-tooth-questions
14185,1,5008387,breast-augmentation-questions
14186,1,5008387,healthy-eating-questions
14187,1,5008387,human-papillomavirus-questions
14188,1,5008389,blood-pressure-questions
14189,1,5008389,pain-questions
14190,1,5008389,sexual-intercourse-questions
14191,1,5008392,dizziness-questions
14192,1,5008392,lightheadedness-questions
14193,1,5008394,birth-control-questions
14194,1,5008394,bowel-movement-questions
14195,1,5008394,cramps-questions
14196,1,5008395,flu-questions
14197,1,5008395,pain-questions
14198,1,5008395,throat-questions
14199,1,5008397,period-questions
14200,1,5008397,tampon-questions
14201,1,5008398,head-lice-questions
14202,1,5008400,typhoid-vaccine-questions
14203,1,5008401,ears-questions
14204,1,5008401,vision-questions
14205,1,5008404,herpes-questions
14206,1,5008405,baby-questions
14207,1,5008405,cough-questions
14208,1,5008405,fever-questions
14209,1,5008405,mucus-questions
14210,1,5008405,runny-nose-questions
14211,1,5008407,feeding-questions
14212,1,5008407,hair-questions
14213,1,5008407,head-questions
14214,1,5008407,seborrhea-questions
14215,1,5008408,fever-questions
14216,1,5008408,swelling-questions
14217,1,5008408,vision-questions
14218,1,5008420,anus-questions
14219,1,5008420,sexual-intercourse-questions
14220,1,5008421,almond-questions
14221,1,5008421,estrogen-questions
14222,1,5008421,milk-questions
14223,1,5008421,soy-milk-questions
14224,1,5008425,burn-questions
14225,1,5008425,diarrhea-questions
14226,1,5008425,nausea-questions
14227,1,5008425,pain-questions
14228,1,5008430,leg-questions
14229,1,5008430,numbness-questions
14230,1,5008430,pain-questions
14231,1,5008432,orgasm-questions
14232,1,5008434,injury-questions
14233,1,5008434,tetanus-questions
14234,1,5008434,vaccines-questions
14235,1,5008436,erythema-nodosum-questions
14236,1,5008436,estrogen-questions
14237,1,5008441,insurance-questions
14238,1,5008441,medicare-questions
14239,1,5008441,surgery-questions
14240,1,5008443,allergy-questions
14241,1,5008443,antibiotic-questions
14242,1,5008443,coldness-questions
14243,1,5008443,fever-questions
14244,1,5008443,nose-questions
14245,1,5008445,bruise-questions
14246,1,5008445,foot-questions
14247,1,5008445,toe-questions
14248,1,5008445,walking-questions
14249,1,5008445,x-ray-questions
14250,1,5008452,abdominal-surgery-questions
14251,1,5008452,circumcision-questions
14252,1,5008452,foreskin-questions
14253,1,5008452,penis-questions
14254,1,5008452,testicle-questions
14255,1,5008456,coffee-questions
14256,1,5008456,exercise-questions
14257,1,5008456,food-questions
14258,1,5008456,heartburn-questions
14259,1,5008456,smoking-questions
14260,1,5008460,irregularity-questions
14261,1,5008460,period-questions
14262,1,5008460,pregnancy-questions
14263,1,5008460,sexual-intercourse-questions
14264,1,5008461,ankle-questions
14265,1,5008461,cat-scan-questions
14266,1,5008461,knee-questions
14267,1,5008461,physical-therapy-questions
14268,1,5008461,sprain-questions
14269,1,5008464,hiv-questions
14270,1,5008464,sexual-intercourse-questions
14271,1,5008465,breast-cancer-questions
14272,1,5008465,hysterectomy-questions
14273,1,5008468,exercise-questions
14274,1,5008468,pilates-questions
14275,1,5008468,spinal-fusion-questions
14276,1,5008468,vertebra-questions
14277,1,5008468,walking-questions
14278,1,5008470,coldness-questions
14279,1,5008470,drowsiness-questions
14280,1,5008470,running-questions
14281,1,5008470,sweating-questions
14282,1,5008470,weight-questions
14283,1,5008471,hernia-questions
14284,1,5008471,sexual-intercourse-questions
14285,1,5008471,surgery-questions
14286,1,5008474,baby-questions
14287,1,5008474,conception-questions
14288,1,5008474,ejaculation-questions
14289,1,5008474,fertility-questions
14290,1,5008474,sexual-intercourse-questions
14291,1,5008478,jaw-questions
14292,1,5008478,mouth-questions
14293,1,5008480,pregnancy-questions
14294,1,5008481,cold-sore-questions
14295,1,5008481,injection-questions
14296,1,5008481,tetanus-questions
14297,1,5008485,exercise-questions
14298,1,5008485,squash-questions
14299,1,5008485,workout-questions
14300,1,5008493,healing-questions
14301,1,5008493,rotator-cuff-questions
14302,1,5008494,bunion-questions
14303,1,5008494,hemoglobin-questions
14304,1,5008494,surgery-questions
14305,1,5008499,cyst-questions
14306,1,5008499,ovary-questions
14307,1,5008499,vagina-questions
14308,1,5008500,blood-pressure-questions
14309,1,5008529,height-questions
14310,1,5008533,buttocks-questions
14311,1,5008533,genitalia-questions
14312,1,5008533,itch-questions
14313,1,5008533,skin-questions
14314,1,5008533,wart-questions
14315,1,5008535,finger-questions
14316,1,5008535,pregnancy-questions
14317,1,5008535,vagina-questions
14318,1,5008542,abdominal-pain-questions
14319,1,5008542,conception-questions
14320,1,5008542,electrogastrogram-questions
14321,1,5008542,sexual-intercourse-questions
14322,1,5008561,anus-questions
14323,1,5008561,big-toe-questions
14324,1,5008561,leg-questions
14325,1,5008561,tendon-questions
14326,1,5008561,walking-questions
14327,1,5008562,cyst-questions
14328,1,5008562,obesity-questions
14329,1,5008562,ovary-questions
14330,1,5008562,polycystic-ovarian-syndrome-questions
14331,1,5008562,skin-questions
14332,1,5008564,period-questions
14333,1,5008564,pregnancy-questions
14334,1,5008564,pregnancy-test-questions
14335,1,5008565,thyroid-questions
14336,1,5008569,caffeine-questions
14337,1,5008569,exercise-questions
14338,1,5008569,meal-questions
14339,1,5008569,meditation-questions
14340,1,5008569,weight-questions
14341,1,5008572,blister-questions
14342,1,5008572,herpes-questions
14343,1,5008572,ulcer-questions
14344,1,5008572,vagina-questions
14345,1,5008576,honey-questions
14346,1,5008576,pink-eye-questions
14347,1,5008576,vision-questions
14348,1,5008580,baby-questions
14349,1,5008580,dental-questions
14350,1,5008580,molar-questions
14351,1,5008580,tooth-questions
14352,1,5008583,cough-questions
14353,1,5008583,drowsiness-questions
14354,1,5008583,ear-infection-questions
14355,1,5008583,nose-questions
14356,1,5008583,separation-anxiety-questions
14357,1,5008588,flu-questions
14358,1,5008588,injection-questions
14359,1,5008589,burn-questions
14360,1,5008589,fatigue-questions
14361,1,5008589,thigh-questions
14362,1,5008599,penis-questions
14363,1,5008599,wart-questions
14364,1,5008605,cyst-questions
14365,1,5008605,ovary-questions
14366,1,5008605,pregnancy-questions
14367,1,5008606,period-questions
14368,1,5008608,movement-questions
14369,1,5008608,urination-questions
14370,1,5008613,gallbladder-questions
14371,1,5008613,healthy-eating-questions
14372,1,5008613,nausea-questions
14373,1,5008613,ribcage-questions
14374,1,5008613,x-ray-questions
14375,1,5008614,endometriosis-questions
14376,1,5008614,pap-test-questions
14377,1,5008615,endometriosis-questions
14378,1,5008615,pap-test-questions
14379,1,5008617,period-questions
14380,1,5008617,pregnancy-questions
14381,1,5008618,burn-questions
14382,1,5008618,foot-questions
14383,1,5008618,hand-questions
14384,1,5008618,leg-questions
14385,1,5008618,surgery-questions
14386,1,5008619,infertility-questions
14387,1,5008622,flu-questions
14388,1,5008622,injection-questions
14389,1,5008635,lightheadedness-questions
14390,1,5008635,period-questions
14391,1,5008635,pregnancy-test-questions
14392,1,5008638,baby-questions
14393,1,5008638,pregnancy-questions
14394,1,5008639,brain-questions
14395,1,5008639,chemotherapy-questions
14396,1,5008646,arm-questions
14397,1,5008646,elbow-questions
14398,1,5008646,finger-questions
14399,1,5008646,numbness-questions
14400,1,5008646,shoulder-questions
14401,1,5008661,head-questions
14402,1,5008661,pressure-questions
14403,1,5008670,lump-questions
14404,1,5008670,movement-questions
14405,1,5008670,pain-questions
14406,1,5008670,ultrasound-questions
14407,1,5008670,vision-questions
14408,1,5008676,baby-questions
14409,1,5008676,vision-questions
14410,1,5008677,gallbladder-questions
14411,1,5008677,hepatobiliary-iminodiacetic-acid-scan-questions
14412,1,5008677,surgery-questions
14413,1,5008681,confusion-questions
14414,1,5008681,memory-loss-questions
14415,1,5008681,sleepiness-questions
14416,1,5008681,weight-loss-questions
14417,1,5008682,confusion-questions
14418,1,5008682,memory-loss-questions
14419,1,5008682,sleepiness-questions
14420,1,5008682,weight-loss-questions
14421,1,5008691,arm-questions
14422,1,5008691,cortisone-questions
14423,1,5008691,leg-questions
14424,1,5008691,torso-questions
14425,1,5008691,welt-questions
14426,1,5008692,brain-questions
14427,1,5008692,stress-questions
14428,1,5008693,shingles-questions
14429,1,5008707,cranberry-questions
14430,1,5008707,juice-questions
14431,1,5008707,soda-questions
14432,1,5008707,vagina-questions
14433,1,5008707,yogurt-questions
14434,1,5008709,foot-questions
14435,1,5008709,injury-questions
14436,1,5008715,cold-sore-questions
14437,1,5008715,herpes-questions
14438,1,5008715,virus-questions
14439,1,5008721,cellulose-questions
14440,1,5008721,vegetable-questions
14441,1,5008723,chest-questions
14442,1,5008723,epistaxis-questions
14443,1,5008723,fatigue-questions
14444,1,5008723,high-blood-pressure-questions
14445,1,5008723,nose-questions
14446,1,5008724,period-questions
14447,1,5008724,uterus-questions
14448,1,5008725,chalazion-questions
14449,1,5008725,eyelid-questions
14450,1,5008725,lump-questions
14451,1,5008725,sty-questions
14452,1,5008727,prostate-specific-antigen-test-questions
14453,1,5008729,drinking-questions
14454,1,5008734,kidney-stone-questions
14455,1,5008741,coldness-questions
14456,1,5008741,ibuprofen-questions
14457,1,5008741,over-the-counter-questions
14458,1,5008746,antibiotic-questions
14459,1,5008746,pneumonia-questions
14460,1,5008746,smoking-questions
14461,1,5008746,walking-questions
14462,1,5008748,feeding-questions
14463,1,5008749,blood-clot-questions
14464,1,5008749,leg-questions
14465,1,5008749,skin-questions
14466,1,5008749,walking-questions
14467,1,5008749,weight-questions
14468,1,5008751,ejaculation-questions
14469,1,5008751,hormone-questions
14470,1,5008751,period-questions
14471,1,5008751,pregnancy-questions
14472,1,5008751,sexual-intercourse-questions
14473,1,5008753,chlamydia-questions
14474,1,5008753,sexual-intercourse-questions
14475,1,5008756,movement-questions
14476,1,5008761,hallucination-questions
14477,1,5008761,vision-questions
14478,1,5008765,allergic-reaction-questions
14479,1,5008765,cough-questions
14480,1,5008765,drinking-questions
14481,1,5008765,ice-cream-questions
14482,1,5008765,milk-questions
14483,1,5008771,chest-questions
14484,1,5008771,pain-questions
14485,1,5008774,genitalia-questions
14486,1,5008774,psoriasis-questions
14487,1,5008776,drowsiness-questions
14488,1,5008776,fever-questions
14489,1,5008776,flu-questions
14490,1,5008776,injection-questions
14491,1,5008777,stomach-cancer-questions
14492,1,5008781,boil-questions
14493,1,5008781,cyst-questions
14494,1,5008781,leg-questions
14495,1,5008786,birth-questions
14496,1,5008786,cervix-questions
14497,1,5008786,cesarean-section-questions
14498,1,5008786,sexual-intercourse-questions
14499,1,5008786,uterus-questions
14500,1,5008791,uterine-cancer-questions
14501,1,5008799,ejaculation-questions
14502,1,5008800,ibuprofen-questions
14503,1,5008800,pain-questions
14504,1,5008800,ulcer-questions
14505,1,5008802,baby-questions
14506,1,5008802,height-questions
14507,1,5008802,pregnancy-questions
14508,1,5008802,weight-questions
14509,1,5008805,condom-questions
14510,1,5008805,herpes-questions
14511,1,5008813,blood-sugar-questions
14512,1,5008813,diabetes-questions
14513,1,5008813,diet-questions
14514,1,5008813,vision-questions
14515,1,5008818,breastfeed-questions
14516,1,5008820,lip-questions
14517,1,5008820,tooth-questions
14518,1,5008821,h-pylori-questions
14519,1,5008821,sexual-intercourse-questions
14520,1,5008825,cyst-questions
14521,1,5008825,ovary-questions
14522,1,5008825,urination-questions
14523,1,5008825,vagina-questions
14524,1,5008826,benign-questions
14525,1,5008828,period-questions
14526,1,5008828,sexual-intercourse-questions
14527,1,5008832,ejaculation-questions
14528,1,5008832,pregnancy-questions
14529,1,5008832,sperm-questions
14530,1,5008832,vagina-questions
14531,1,5008834,anxiety-questions
14532,1,5008834,erection-questions
14533,1,5008834,heart-questions
14534,1,5008834,penis-questions
14535,1,5008834,sexual-intercourse-questions
14536,1,5008837,bowel-movement-questions
14537,1,5008837,hernia-questions
14538,1,5008839,herpes-questions
14539,1,5008840,pregnancy-questions
14540,1,5008846,foot-questions
14541,1,5008846,pregnancy-questions
14542,1,5008846,swelling-questions
14543,1,5008847,emergency-room-questions
14544,1,5008847,foot-questions
14545,1,5008847,hand-questions
14546,1,5008847,injection-questions
14547,1,5008847,lip-questions
